0	0	0	0
1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	0	0	0
6	0	0	0
7	0	0	0
8	0	0	0
9	0	0	0
10	0	0	0
11	0	0	0
12	0	0	0
13	0	0	0
14	0	0	0
15	0	0	0
16	0	0	0
17	0	0	0
18	0	0	0
19	0	0	0
20	0	0	0
21	0	0	0
22	0	0	0
23	0	0	0
24	0	0	0
25	0	0	0
26	0	0	0
27	0	0	0
28	0	0	0
29	0	0	0
30	0	0	0
31	0	0	0
32	0	0	0
33	0	0	0
34	0	0	0
35	0	0	0
36	0	0	0
37	0	0	0
38	0	0	0
39	0	0	0
40	0	0	0
41	0	0	0
42	0	0	0
43	0	0	0
44	0	0	0
45	0	0	0
46	0	0	0
47	0	0	0
48	0	0	0
49	0	0	0
50	0	0	0
51	0	0	0
52	0	0	0
53	0	0	0
54	0	0	0
55	0	0	0
56	0	0	0
57	0	0	0
58	0	0	0
59	0	0	0
60	1	3.89468e-08	0.625
61	0	0	0
62	0	0	0
63	0	0	0
64	0	0	0
65	0	0	0
66	0	0	0
67	0	0	0
68	0	0	0
69	0	0	0
70	0	0	0
71	0	0	0
72	0	0	0
73	0	0	0
74	0	0	0
75	0	0	0
76	0	0	0
77	0	0	0
78	2	7.78936e-08	0.500149
79	0	0	0
80	0	0	0
81	0	0	0
82	0	0	0
83	0	0	0
84	0	0	0
85	0	0	0
86	0	0	0
87	0	0	0
88	0	0	0
89	0	0	0
90	0	0	0
91	0	0	0
92	0	0	0
93	0	0	0
94	0	0	0
95	369	1.43714e-05	0.442702
96	608	2.36797e-05	0.416393
97	623	2.42639e-05	0.413222
98	582	2.2667e-05	0.417959
99	570	2.21997e-05	0.41487
100	567	2.20828e-05	0.415225
101	530	2.06418e-05	0.416293
102	609	2.37186e-05	0.412252
103	535	2.08365e-05	0.411306
104	594	2.31344e-05	0.410976
105	520	2.02523e-05	0.411433
106	601	2.3407e-05	0.405742
107	580	2.25892e-05	0.412531
108	559	2.17713e-05	0.420942
109	588	2.29007e-05	0.409923
110	579	2.25502e-05	0.411348
111	567	2.20828e-05	0.407724
112	599	2.33291e-05	0.415363
113	547	2.13039e-05	0.408089
114	564	2.1966e-05	0.419792
115	568	2.21218e-05	0.417594
116	573	2.23165e-05	0.415563
117	589	2.29397e-05	0.410622
118	604	2.35239e-05	0.415564
119	585	2.27839e-05	0.415302
120	595	2.31734e-05	0.40653
121	621	2.4186e-05	0.412006
122	621	2.4186e-05	0.415664
123	603	2.34849e-05	0.41571
124	560	2.18102e-05	0.401929
125	609	2.37186e-05	0.40316
126	611	2.37965e-05	0.404685
127	598	2.32902e-05	0.410413
128	614	2.39133e-05	0.406964
129	611	2.37965e-05	0.40457
130	618	2.40691e-05	0.413747
131	562	2.18881e-05	0.412928
132	615	2.39523e-05	0.413699
133	590	2.29786e-05	0.410414
134	623	2.42639e-05	0.404995
135	634	2.46923e-05	0.404164
136	635	2.47312e-05	0.413447
137	647	2.51986e-05	0.403605
138	637	2.48091e-05	0.407928
139	639	2.4887e-05	0.415919
140	631	2.45754e-05	0.407077
141	639	2.4887e-05	0.406258
142	612	2.38354e-05	0.41136
143	638	2.48481e-05	0.406368
144	641	2.49649e-05	0.404424
145	656	2.55491e-05	0.408079
146	639	2.4887e-05	0.399868
147	642	2.50039e-05	0.41058
148	640	2.4926e-05	0.409136
149	645	2.51207e-05	0.402823
150	698	2.71849e-05	0.409488
151	648	2.52375e-05	0.405059
152	612	2.38354e-05	0.404374
153	689	2.68344e-05	0.405199
154	658	2.5627e-05	0.405387
155	674	2.62502e-05	0.407507
156	678	2.64059e-05	0.405799
157	699	2.72238e-05	0.408347
158	668	2.60165e-05	0.409815
159	707	2.75354e-05	0.405711
